id,competencia,fecha,tipo_registro,estatus,tipo_victima,sexo,materia
37314,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37315,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
37316,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37317,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37318,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37319,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
37320,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37321,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37322,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
37323,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,Violaciones
37324,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,Violaciones
37325,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,Violaciones
37326,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,En Analisis
37327,Federal,2019-12-13,Fud,Folio Asignado,Directa,Mujer,Ambas
37328,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,En Analisis
37329,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
37330,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
37331,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,En Analisis
37332,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,Violaciones
37333,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,En Analisis
37334,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
37335,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
37336,Federal,2018-02-19,Fud,Folio Asignado,Directa,Hombre,Violaciones
37337,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
37338,Federal,2018-02-01,Fud,Folio Asignado,Directa,Hombre,Violaciones
37339,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,En Analisis
37340,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
37341,Federal,2018-01-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
37342,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
37343,Federal,2018-04-25,Fud,Folio Asignado,Directa,Mujer,Ambas
37344,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
37345,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
37346,Federal,2018-01-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
37347,Federal,2018-01-29,Fud,Folio Asignado,Directa,Mujer,En Analisis
37348,Federal,2019-04-16,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37349,Federal,2018-01-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37350,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37351,Federal,2018-01-29,Fud,Folio Asignado,Directa,Hombre,Delito
37352,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37353,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37354,Federal,2018-01-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
37355,Federal,2018-01-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37356,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37357,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37358,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37359,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37360,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37361,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37362,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37363,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37364,Federal,2018-01-31,Fud,Folio Asignado,Directa,Hombre,Violaciones
37365,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37366,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37367,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37368,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37369,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37370,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37371,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37372,Federal,2018-03-06,Fud,Folio Asignado,Directa,Hombre,Delito
37373,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37374,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37375,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37376,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37377,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37378,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37379,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37380,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37381,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37382,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37383,Federal,2018-02-28,Fud,Folio Asignado,Directa,Mujer,Delito
37384,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37385,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37386,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37387,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37388,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37389,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37390,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37391,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37392,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37393,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37394,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37395,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37396,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,En Analisis
37397,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37398,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37399,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37400,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37401,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37402,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37403,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37404,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37405,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37406,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37407,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37408,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37409,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37410,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37411,Federal,2018-02-28,Fud,Folio Asignado,Directa,Mujer,Delito
37412,Federal,2018-02-28,Fud,Folio Asignado,Directa,Mujer,Delito
37413,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37414,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37415,Federal,2018-02-28,Fud,Folio Asignado,Directa,Mujer,Delito
37416,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37417,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37418,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37419,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37420,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37421,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37422,Federal,2018-02-28,Fud,Folio Asignado,Directa,Mujer,Delito
37423,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37424,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37425,Federal,2018-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37426,Federal,2018-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37427,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37428,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37429,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37430,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37431,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37432,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37433,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37434,Federal,2018-04-09,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37435,Federal,2018-04-05,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37436,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37437,Federal,2018-03-20,Fud,Folio Asignado,Directa,Mujer,Delito
37438,Federal,2018-03-20,Fud,Folio Asignado,Directa,Hombre,Delito
37439,Federal,2018-03-20,Fud,Folio Asignado,Directa,Hombre,Delito
37440,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37441,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37442,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37443,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37444,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37445,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37446,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37447,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
37448,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37449,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37450,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37451,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37452,Federal,2018-03-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37453,Federal,2018-03-20,Fud,Folio Asignado,Directa,Hombre,En Analisis
37454,Federal,2018-05-23,Fud,Folio Asignado,Indirecta,Mujer,Delito
37455,Federal,2018-09-27,Fud,Folio Asignado,Directa,Hombre,Delito
37456,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Hombre,Delito
37457,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Mujer,Delito
37458,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Mujer,Delito
37459,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Mujer,Delito
37460,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Hombre,Delito
37461,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37462,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37463,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37464,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37465,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37466,Federal,2018-06-15,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37467,Federal,2018-03-22,Fud,Folio Asignado,Directa,Hombre,Delito
37468,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
37469,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
37470,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
37471,Federal,2018-03-22,Fud,Folio Asignado,Directa,Hombre,En Analisis
37472,Federal,2018-03-22,Fud,Folio Asignado,Directa,Mujer,En Analisis
37473,Federal,2018-03-22,Fud,Folio Asignado,Directa,Mujer,En Analisis
37474,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37475,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37476,Federal,2018-03-22,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37477,Federal,2018-03-14,Fud,Folio Asignado,Directa,Hombre,En Analisis
37478,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37479,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37480,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37481,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37482,Federal,2018-03-23,Fud,Folio Asignado,Indirecta,Hombre,Delito
37483,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37484,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37485,Federal,2018-03-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37486,Federal,2021-08-17,Fud,Folio Asignado,Directa,Mujer,Delito
37487,Federal,2021-08-03,Fud,Folio Asignado,Directa,Mujer,Delito
37488,Federal,2021-08-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
37489,Federal,2021-08-10,Fud,Folio Asignado,Directa,Mujer,Ambas
37490,Federal,2021-08-10,Fud,Folio Asignado,Indirecta,Hombre,Delito
37491,Federal,2021-08-10,Fud,Folio Asignado,Directa,Mujer,Delito
37492,Federal,2021-08-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
37493,Federal,2021-08-06,Fud,Folio Asignado,Directa,Hombre,Delito
37494,Federal,2021-08-06,Fud,Folio Asignado,Indirecta,Mujer,Delito
37495,Federal,2021-08-06,Fud,Folio Asignado,Indirecta,Hombre,Delito
37496,Federal,2021-08-06,Fud,Folio Asignado,Directa,Hombre,Delito
37497,Federal,2021-08-06,Fud,Folio Asignado,Indirecta,Mujer,Delito
37498,Federal,2021-08-06,Fud,Folio Asignado,Indirecta,Hombre,Delito
37499,Federal,2021-08-11,Fud,Folio Asignado,Indirecta,Mujer,Delito
37500,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37501,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37502,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37503,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37504,Federal,2023-12-21,Fud,Folio Asignado,Directa,Mujer,Violaciones
37505,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37506,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37507,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37508,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37509,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37510,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37511,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37512,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37513,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37514,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37515,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37516,Federal,2023-12-21,Fud,Folio Asignado,Directa,Hombre,Violaciones
37517,Federal,2023-12-21,Fud,Folio Asignado,Directa,Mujer,Violaciones
37518,Federal,2023-12-21,Fud,Folio Asignado,Directa,Mujer,Violaciones
37519,Federal,2023-12-21,Fud,Folio Asignado,Directa,Mujer,Violaciones
37520,Federal,2019-04-15,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37521,Federal,2019-04-16,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37522,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37523,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Ambas
37524,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37525,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37526,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37527,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37528,Federal,2019-02-14,Fud,Folio Asignado,Indirecta,Hombre,Delito
37529,Federal,2019-02-14,Fud,Folio Asignado,Indirecta,Hombre,Delito
37530,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37531,Federal,2019-02-28,Fud,Folio Asignado,Directa,Mujer,Ambas
37532,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Ambas
37533,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Hombre,Ambas
37534,Federal,2019-02-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
37535,Federal,2019-05-02,Fud,Folio Asignado,Indirecta,Hombre,Delito
37536,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
37537,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37538,Federal,2019-02-20,Fud,Folio Asignado,Directa,Hombre,Delito
37539,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37540,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37541,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37542,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37543,Federal,2019-03-21,Fud,Folio Asignado,Indirecta,Mujer,Delito
37544,Federal,2019-03-21,Fud,Folio Asignado,Indirecta,Mujer,Delito
37545,Federal,2019-03-21,Fud,Folio Asignado,Indirecta,Mujer,Delito
37546,Federal,2019-02-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
37547,Federal,2019-03-21,Fud,Folio Asignado,Indirecta,Hombre,Delito
37548,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37549,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
37550,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37551,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37552,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37553,Federal,2019-04-26,Fud,Folio Asignado,Indirecta,Hombre,Delito
37554,Federal,2019-02-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
37555,Federal,2019-02-20,Fud,Folio Asignado,Directa,Hombre,Delito
37556,Federal,2019-02-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
37557,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37558,Federal,2019-02-20,Fud,Folio Asignado,Directa,Mujer,Violaciones
37559,Federal,2019-02-20,Fud,Folio Asignado,Directa,Hombre,Delito
37560,Federal,2019-02-28,Fud,Folio Asignado,Directa,Mujer,Violaciones
37561,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37562,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37563,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37564,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37565,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
37566,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37567,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37568,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37569,Federal,2019-02-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
37570,Federal,2019-05-02,Fud,Folio Asignado,Directa,Hombre,Delito
37571,Federal,2019-02-28,Fud,Folio Asignado,Directa,Hombre,Delito
37572,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37573,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
37574,Federal,2019-02-18,Fud,Folio Asignado,Directa,Hombre,Delito
37575,Federal,2019-02-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
37576,Federal,2019-02-18,Fud,Folio Asignado,Directa,Hombre,Delito
37577,Federal,2019-02-18,Fud,Folio Asignado,Directa,Hombre,Delito
37578,Federal,2023-12-19,Fud,Folio Asignado,Directa,Hombre,Delito
37579,Federal,2023-12-19,Fud,Folio Asignado,Directa,Hombre,Delito
37580,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Hombre,Delito
37581,Federal,2024-01-16,Fud,Folio Asignado,Directa,Hombre,Delito
37582,Federal,2024-01-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
37583,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Mujer,Delito
37584,Federal,2023-12-19,Fud,Folio Asignado,Directa,Mujer,Delito
37585,Federal,2023-12-19,Fud,Folio Asignado,Directa,Mujer,Delito
37586,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Mujer,Delito
37587,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Mujer,Delito
37588,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Mujer,Delito
37589,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Mujer,Delito
37590,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37591,Federal,2023-12-19,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37592,Federal,2024-02-21,Fud,Folio Asignado,Indirecta,Mujer,Ambas
37593,Federal,2023-12-01,Fud,Folio Asignado,Directa,Hombre,Ambas
37594,Federal,2023-12-01,Fud,Folio Asignado,Indirecta,Hombre,Ambas
37595,Federal,2023-12-01,Fud,Folio Asignado,Indirecta,Mujer,Ambas
37596,Federal,2023-12-21,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37597,Federal,2023-12-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
37598,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37599,Federal,2023-12-20,Fud,Folio Asignado,Directa,Hombre,Delito
37600,Federal,2024-01-25,Fud,Folio Asignado,Directa,Hombre,Delito
37601,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
37602,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
37603,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
37604,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
37605,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
37606,Federal,2023-12-20,Fud,Folio Asignado,Directa,Hombre,Delito
37607,Federal,2024-01-25,Fud,Folio Asignado,Directa,Hombre,Violaciones
37608,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37609,Federal,2024-01-25,Fud,Folio Asignado,Directa,Mujer,Violaciones
37610,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
37611,Federal,2024-01-25,Fud,Folio Asignado,Directa,Hombre,Delito
37612,Federal,2023-12-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
37613,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37614,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37615,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37616,Federal,2023-12-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37617,Federal,2024-01-26,Fud,Folio Asignado,Indirecta,Hombre,Delito
37618,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
37619,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
37620,Federal,2024-01-25,Fud,Folio Asignado,Directa,Hombre,Delito
37621,Federal,2024-01-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
37622,Federal,2024-01-25,Fud,Folio Asignado,Directa,Hombre,Delito
37623,Federal,2024-01-25,Fud,Folio Asignado,Directa,Hombre,Delito
37624,Federal,2024-01-23,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37625,Federal,2024-01-11,Fud,Folio Asignado,Directa,Mujer,Delito
37626,Federal,2024-01-04,Fud,Folio Asignado,Indirecta,Hombre,Delito
37627,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Hombre,Ambas
37628,Federal,2024-10-25,Fud,Folio Asignado,Directa,Mujer,Delito
37629,Federal,2024-10-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
37630,Federal,2024-10-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
37631,Federal,2024-10-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
37632,Federal,2024-04-16,Fud,Folio Asignado,Indirecta,Hombre,Delito
37633,Federal,2024-04-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
37634,Federal,2024-01-29,Fud,Folio Asignado,Directa,Mujer,Violaciones
37635,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37636,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37637,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37638,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37639,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37640,Federal,2024-04-23,Fud,Folio Asignado,Indirecta,Hombre,Delito
37641,Federal,2025-11-13,Fud,Folio Asignado,Indirecta,Mujer,Delito
37642,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
37643,Federal,2024-01-29,Fud,Folio Asignado,Directa,Hombre,Violaciones
37644,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37645,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37646,Federal,2024-10-22,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37647,Federal,2024-01-29,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37648,Federal,2024-01-29,Fud,Folio Asignado,Directa,Mujer,Delito
37649,Federal,2024-01-26,Fud,Folio Asignado,Directa,Hombre,Violaciones
37650,Federal,2024-01-26,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
37651,Federal,2024-04-16,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37652,Federal,2024-01-26,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
37653,Federal,2024-01-26,Fud,Folio Asignado,Directa,Hombre,Violaciones
